2017-02-12 00:24:02,22.44
2017-02-12 00:25:02,22.44
2017-02-12 00:26:01,22.45
2017-02-12 00:27:02,22.48
2017-02-12 00:28:02,22.50
2017-02-12 00:29:01,22.50
2017-02-12 00:30:02,22.58
2017-02-12 00:31:01,22.64
2017-02-12 00:32:01,22.70
2017-02-12 00:33:02,22.72
2017-02-12 00:34:01,22.71
2017-02-12 00:35:02,22.71
2017-02-12 00:36:02,22.71
2017-02-12 00:37:01,22.70
2017-02-12 00:38:02,22.70
2017-02-12 00:39:02,22.70
2017-02-12 00:40:01,22.70
2017-02-12 00:41:02,22.72
2017-02-12 00:42:02,22.72
2017-02-12 00:43:01,22.72
2017-02-12 00:44:02,22.72
2017-02-12 00:45:01,22.74
2017-02-12 00:46:01,22.74
2017-02-12 00:47:02,22.74
2017-02-12 00:48:01,22.74
2017-02-12 00:49:02,22.76
2017-02-12 00:50:02,22.75
2017-02-12 00:51:01,22.76
2017-02-12 00:52:02,22.76
2017-02-12 00:53:02,22.77
2017-02-12 00:54:01,22.76
2017-02-12 00:55:02,22.77
2017-02-12 00:56:02,22.78
2017-02-12 00:57:01,22.78
2017-02-12 00:58:02,22.79
2017-02-12 00:59:01,22.80
2017-02-12 01:00:01,22.80
2017-02-12 01:01:02,22.81
2017-02-12 01:02:01,22.82
2017-02-12 01:03:02,22.82
2017-02-12 01:04:02,22.82
2017-02-12 01:05:01,22.81
2017-02-12 01:06:02,22.84
2017-02-12 01:07:02,22.84
2017-02-12 01:08:01,22.84
2017-02-12 01:09:02,22.85
2017-02-12 01:10:02,22.84
2017-02-12 01:11:01,22.85
2017-02-12 01:12:02,22.85
2017-02-12 01:13:02,22.87
2017-02-12 01:14:01,22.86
2017-02-12 01:15:02,22.86
2017-02-12 01:16:01,22.85
2017-02-12 01:17:01,22.86
2017-02-12 01:18:02,22.88
2017-02-12 01:19:01,22.88
2017-02-12 01:20:02,22.89
2017-02-12 01:21:02,22.88
2017-02-12 01:22:01,22.89
2017-02-12 01:23:02,22.89
2017-02-12 01:24:02,22.88
2017-02-12 01:25:01,22.90
2017-02-12 01:26:02,22.90
2017-02-12 01:27:02,22.90
2017-02-12 01:28:01,22.90
2017-02-12 01:29:02,22.90
2017-02-12 01:30:02,22.91
2017-02-12 01:31:01,22.89
2017-02-12 01:32:02,22.92
2017-02-12 01:33:01,22.90
2017-02-12 01:34:01,22.91
2017-02-12 01:35:02,22.91
2017-02-12 01:36:01,22.90
2017-02-12 01:37:02,22.90
2017-02-12 01:38:02,22.90
2017-02-12 01:39:01,22.90
2017-02-12 01:40:02,22.90
2017-02-12 01:41:02,22.92
2017-02-12 01:42:01,22.93
2017-02-12 01:43:02,22.91
2017-02-12 01:44:02,22.92
2017-02-12 01:45:01,22.92
2017-02-12 01:46:02,22.92
2017-02-12 01:47:02,22.93
2017-02-12 01:48:01,22.91
2017-02-12 01:49:02,22.92
2017-02-12 01:50:02,22.93
2017-02-12 01:51:01,22.94
2017-02-12 01:52:02,22.92
2017-02-12 01:53:01,22.92
2017-02-12 01:54:01,22.92
2017-02-12 01:55:02,22.92
2017-02-12 01:56:01,22.92
2017-02-12 01:57:02,22.93
2017-02-12 01:58:02,22.92
2017-02-12 01:59:01,22.92
2017-02-12 02:00:02,22.92
2017-02-12 02:01:02,22.92
2017-02-12 02:02:01,22.93
2017-02-12 02:03:02,22.92
2017-02-12 02:04:02,22.94
2017-02-12 02:05:01,22.93
2017-02-12 02:06:02,22.94
2017-02-12 02:07:02,22.94
2017-02-12 02:08:01,22.94
2017-02-12 02:09:02,22.93
2017-02-12 02:10:02,22.90
2017-02-12 02:11:01,22.92
2017-02-12 02:12:02,22.91
2017-02-12 02:13:01,22.91
2017-02-12 02:14:02,22.91
2017-02-12 02:15:02,22.90
2017-02-12 02:16:01,22.90
2017-02-12 02:17:02,22.92
2017-02-12 02:18:02,22.92
2017-02-12 02:19:01,22.92
2017-02-12 02:20:02,22.92
2017-02-12 02:21:02,22.92
2017-02-12 02:22:01,22.93
2017-02-12 02:23:02,22.92
2017-02-12 02:24:02,22.92
2017-02-12 02:25:01,22.92
2017-02-12 02:26:02,22.90
2017-02-12 02:27:02,22.90
2017-02-12 02:28:01,22.92
2017-02-12 02:29:02,22.92
2017-02-12 02:30:01,22.91
2017-02-12 02:31:02,22.92
2017-02-12 02:32:02,22.93
2017-02-12 02:33:01,22.90
2017-02-12 02:34:02,22.91
2017-02-12 02:35:02,22.92
2017-02-12 02:36:01,22.92
2017-02-12 02:37:02,22.92
2017-02-12 02:38:02,22.93
2017-02-12 02:39:01,22.94
2017-02-12 02:40:02,22.93
2017-02-12 02:41:02,22.94
2017-02-12 02:42:01,22.93
2017-02-12 02:43:02,22.94
2017-02-12 02:44:02,22.94
2017-02-12 02:45:01,22.94
2017-02-12 02:46:02,22.96
2017-02-12 02:47:01,22.96
2017-02-12 02:48:01,22.98
2017-02-12 02:49:02,22.98
2017-02-12 02:50:01,22.98
2017-02-12 02:51:02,22.99
2017-02-12 02:52:02,22.98
2017-02-12 02:53:01,22.97
2017-02-12 02:54:02,22.97
2017-02-12 02:55:02,22.99
2017-02-12 02:56:01,22.99
2017-02-12 02:57:02,22.96
2017-02-12 02:58:02,22.96
2017-02-12 02:59:01,22.98
2017-02-12 03:00:02,22.97
2017-02-12 03:01:01,23.00
2017-02-12 03:02:01,23.00
2017-02-12 03:03:02,23.01
2017-02-12 03:04:01,22.99
2017-02-12 03:05:02,22.98
2017-02-12 03:06:02,22.99
2017-02-12 03:07:01,22.98
2017-02-12 03:08:02,22.99
2017-02-12 03:09:02,23.00
2017-02-12 03:10:01,23.00
2017-02-12 03:11:02,22.99
2017-02-12 03:12:02,22.98
2017-02-12 03:13:01,23.00
2017-02-12 03:14:02,22.99
2017-02-12 03:15:01,23.01
2017-02-12 03:16:01,23.01
2017-02-12 03:17:02,23.00
2017-02-12 03:18:01,23.01
2017-02-12 03:19:02,23.02
2017-02-12 03:20:02,23.02
2017-02-12 03:21:01,23.01
2017-02-12 03:22:02,23.01
2017-02-12 03:23:02,23.01
2017-02-12 03:24:01,23.01
2017-02-12 03:25:02,23.03
2017-02-12 03:26:02,23.03
2017-02-12 03:27:01,23.04
2017-02-12 03:28:02,23.01
2017-02-12 03:29:02,23.03
2017-02-12 03:30:01,23.02
2017-02-12 03:31:02,23.02
2017-02-12 03:32:02,23.03
2017-02-12 03:33:01,23.02
2017-02-12 03:34:02,23.02
2017-02-12 03:35:01,23.01
2017-02-12 03:36:01,23.04
